date,day_of_week,students,meals_prepared,meals_sold,previous_waste_kg,rain,holiday,exam_day,special_event,temperature,food_waste_kg
2023-01-02,Monday,683,703,624,5.15,0,0,0,1,23.2,5.27
2023-01-03,Tuesday,554,540,505,3.73,1,0,0,0,34.5,6.15
2023-01-04,Wednesday,662,727,646,7.61,1,0,0,0,29.9,10.85
2023-01-05,Thursday,794,850,770,8.38,0,0,0,0,30.1,6.25
2023-01-06,Friday,382,455,414,4.66,1,0,1,0,30.0,5.16
2023-01-07,Saturday,673,676,644,4.12,1,0,0,0,37.8,4.86
2023-01-08,Sunday,495,434,415,3.8,0,0,0,0,26.8,4.47
2023-01-09,Monday,195,219,200,5.32,1,0,0,1,34.6,4.2
2023-01-10,Tuesday,695,698,663,4.02,0,0,0,1,30.2,3.39
2023-01-11,Wednesday,227,50,48,3.44,0,1,0,0,21.0,2.55
2023-01-12,Thursday,222,209,204,3.44,1,0,0,0,24.9,3.25
2023-01-13,Friday,398,439,402,3.41,1,0,1,0,26.0,4.53
2023-01-14,Saturday,196,221,200,4.93,0,0,0,1,34.5,0.6
2023-01-15,Sunday,270,261,222,1.0,0,0,0,0,35.1,3.15
2023-01-16,Monday,363,386,368,5.4,0,0,1,0,30.8,3.45
2023-01-17,Tuesday,388,358,312,2.88,1,0,0,0,26.4,5.85
2023-01-18,Wednesday,205,189,180,2.74,0,0,0,0,24.4,0.5
2023-01-19,Thursday,499,506,439,7.68,1,0,0,0,34.7,8.16
2023-01-20,Friday,256,268,231,3.77,1,0,0,0,22.6,5.83
2023-01-21,Saturday,197,200,175,4.3,0,0,0,0,28.5,0.5
2023-01-22,Sunday,722,771,742,5.62,0,0,0,1,40.8,2.21
2023-01-23,Monday,486,444,412,7.59,0,0,0,0,26.4,4.38
2023-01-24,Tuesday,175,150,140,3.02,0,0,0,0,22.6,2.79
2023-01-25,Wednesday,406,412,376,4.8,0,0,0,0,20.2,6.41
2023-01-26,Thursday,157,157,159,2.46,0,0,1,0,41.0,1.67
2023-01-27,Friday,774,845,773,6.06,0,0,1,0,30.7,5.8
2023-01-28,Saturday,402,446,407,2.22,0,0,1,0,24.7,0.5
2023-01-29,Sunday,452,411,379,2.24,0,0,0,0,28.1,5.27
2023-01-30,Monday,788,800,728,6.43,0,0,0,1,25.7,5.21
2023-01-31,Tuesday,205,195,169,4.54,0,0,0,0,19.7,2.91
2023-02-01,Wednesday,675,678,617,8.13,0,0,0,0,32.9,6.15
2023-02-02,Thursday,623,618,547,6.03,0,0,0,0,29.2,5.81
2023-02-03,Friday,177,167,163,5.47,0,0,0,0,32.5,0.5
2023-02-04,Saturday,227,216,197,1.38,0,0,0,0,29.0,4.26
2023-02-05,Sunday,365,353,335,3.87,1,0,1,0,29.7,1.97
2023-02-06,Monday,535,521,494,3.5,0,0,0,0,17.8,2.44
2023-02-07,Tuesday,514,540,485,3.16,0,0,0,0,33.5,4.06
2023-02-08,Wednesday,675,719,661,2.64,1,0,0,1,23.6,7.08
2023-02-09,Thursday,461,477,423,4.69,0,0,1,0,24.8,4.47
2023-02-10,Friday,156,161,150,2.46,0,0,0,0,26.4,0.89
2023-02-11,Saturday,152,129,122,1.29,1,0,1,0,18.7,3.85
2023-02-12,Sunday,772,776,704,7.83,1,0,1,0,26.1,8.69
2023-02-13,Monday,512,478,433,4.24,1,0,0,0,25.7,8.22
2023-02-14,Tuesday,657,567,536,2.43,1,0,0,0,27.1,1.85
2023-02-15,Wednesday,423,447,425,3.29,0,0,0,0,20.5,2.09
2023-02-16,Thursday,655,594,551,3.73,0,0,0,0,33.6,2.7
2023-02-17,Friday,164,64,40,6.78,0,1,0,0,31.0,4.08
2023-02-18,Saturday,341,310,274,3.91,0,0,0,0,24.7,1.33
2023-02-19,Sunday,780,874,779,6.07,0,0,1,0,26.1,9.77
2023-02-20,Monday,634,706,686,6.56,1,0,1,1,33.2,5.56
2023-02-21,Tuesday,177,167,170,3.64,0,0,0,0,27.7,2.77
2023-02-22,Wednesday,188,175,162,3.41,0,0,0,0,22.8,2.74
2023-02-23,Thursday,422,395,360,2.99,1,0,0,0,28.6,5.95
2023-02-24,Friday,380,356,333,5.14,1,0,0,0,23.6,4.87
2023-02-25,Saturday,235,249,221,1.41,0,0,0,1,25.5,2.03
2023-02-26,Sunday,623,549,525,5.07,1,0,0,0,28.7,6.84
2023-02-27,Monday,275,275,247,4.49,1,0,0,0,34.3,5.07
2023-02-28,Tuesday,686,621,595,5.71,0,0,0,0,39.1,6.34
2023-03-01,Wednesday,294,320,277,1.0,0,0,1,0,35.8,6.09
2023-03-02,Thursday,674,674,603,4.75,0,0,0,0,28.6,6.1
2023-03-03,Friday,361,361,335,2.13,0,0,0,0,40.3,2.64
2023-03-04,Saturday,174,215,179,2.47,0,0,0,0,31.8,4.47
2023-03-05,Sunday,729,231,202,4.86,1,1,0,0,24.1,8.29
2023-03-06,Monday,543,546,497,4.66,1,0,0,0,29.5,3.92
2023-03-07,Tuesday,216,68,64,1.15,1,1,0,0,25.7,4.98
2023-03-08,Wednesday,382,416,382,2.38,1,0,0,0,22.8,5.02
2023-03-09,Thursday,258,256,236,1.87,1,0,0,0,23.1,4.68
2023-03-10,Friday,295,277,249,5.6,0,0,0,0,28.3,2.26
2023-03-11,Saturday,260,234,218,3.26,0,0,0,0,32.8,0.68
2023-03-12,Sunday,377,99,80,5.04,1,1,0,0,34.3,5.61
2023-03-13,Monday,260,267,238,8.89,0,0,1,0,22.8,5.69
2023-03-14,Tuesday,619,571,530,4.72,0,0,0,0,27.5,1.79
2023-03-15,Wednesday,183,176,171,1.0,0,0,1,0,31.4,0.5
2023-03-16,Thursday,772,815,756,5.5,1,0,0,0,29.8,5.74
2023-03-17,Friday,518,606,524,10.39,0,0,1,0,32.5,8.79
2023-03-18,Saturday,744,774,688,9.19,1,0,0,0,26.8,11.92
2023-03-19,Sunday,703,638,576,4.75,0,0,0,0,35.4,5.26
2023-03-20,Monday,574,507,462,4.43,0,0,0,0,29.0,4.9
2023-03-21,Tuesday,762,682,662,5.0,0,0,0,0,32.8,2.66
2023-03-22,Wednesday,667,621,592,4.96,1,0,0,0,27.1,4.66
2023-03-23,Thursday,431,359,334,5.29,0,0,0,0,29.3,2.01
2023-03-24,Friday,469,149,140,2.56,1,1,0,0,21.0,4.75
2023-03-25,Saturday,592,624,555,6.99,0,0,0,0,24.8,5.38
2023-03-26,Sunday,464,463,420,4.32,0,0,0,0,28.0,6.92
2023-03-27,Monday,526,563,490,9.02,0,0,0,0,29.5,5.7
2023-03-28,Tuesday,438,448,424,1.07,0,0,0,0,42.0,3.51
2023-03-29,Wednesday,586,574,497,3.99,0,0,0,0,27.1,9.61
2023-03-30,Thursday,426,129,118,1.82,0,1,0,0,22.1,3.81
2023-03-31,Friday,731,885,794,6.28,1,0,1,1,37.5,8.04
2023-04-01,Saturday,652,177,162,1.0,0,1,0,0,34.4,0.92
2023-04-02,Sunday,773,759,686,3.44,0,0,0,0,23.2,6.22
2023-04-03,Monday,665,634,592,6.73,1,0,1,0,31.3,6.14
2023-04-04,Tuesday,499,478,456,3.41,0,0,0,0,33.2,3.11
2023-04-05,Wednesday,595,560,497,5.53,0,0,0,0,29.8,6.85
2023-04-06,Thursday,499,461,425,4.58,0,0,0,0,30.6,4.02
2023-04-07,Friday,756,770,666,11.1,0,0,0,0,25.8,8.75
2023-04-08,Saturday,286,291,270,3.86,0,0,0,1,31.5,2.46
2023-04-09,Sunday,392,406,350,5.38,1,0,0,0,26.5,8.21
2023-04-10,Monday,692,640,603,3.39,0,0,0,0,15.8,3.29
2023-04-11,Tuesday,189,173,169,3.8,0,0,0,0,30.0,4.29
2023-04-12,Wednesday,378,356,333,3.65,0,0,0,0,20.6,3.75
2023-04-13,Thursday,697,681,606,9.6,1,0,0,0,34.1,10.37
2023-04-14,Friday,372,372,332,4.41,0,0,0,0,23.3,3.21
2023-04-15,Saturday,155,168,155,5.03,1,0,0,0,16.7,3.21
2023-04-16,Sunday,471,424,383,3.48,1,0,0,0,20.2,5.87
2023-04-17,Monday,617,557,526,2.91,1,0,0,0,28.8,4.66
2023-04-18,Tuesday,224,50,48,1.0,1,1,1,0,29.9,4.76
2023-04-19,Wednesday,153,168,147,5.09,0,0,1,0,21.9,2.75
2023-04-20,Thursday,795,812,716,7.71,1,0,0,0,23.6,9.41
2023-04-21,Friday,267,286,245,5.91,0,0,0,0,29.0,4.3
2023-04-22,Saturday,755,900,800,11.05,1,0,0,1,33.9,9.19
2023-04-23,Sunday,653,638,598,3.18,0,0,0,0,22.9,4.85
2023-04-24,Monday,723,763,705,3.89,1,0,0,0,30.9,5.52
2023-04-25,Tuesday,590,621,534,5.87,0,0,0,1,20.3,9.27
2023-04-26,Wednesday,343,355,328,1.0,0,0,0,0,30.6,0.5
2023-04-27,Thursday,541,473,437,4.13,1,0,0,0,32.8,4.88
2023-04-28,Friday,175,197,162,6.02,0,0,1,0,31.6,4.47
2023-04-29,Saturday,584,573,546,4.07,0,0,0,0,34.0,2.15
2023-04-30,Sunday,322,256,259,1.0,0,0,0,0,33.6,0.5
2023-05-01,Monday,449,459,440,2.9,1,0,0,1,38.2,6.21
2023-05-02,Tuesday,794,713,659,5.7,0,0,0,0,29.5,6.64
2023-05-03,Wednesday,475,416,408,4.67,0,0,0,0,38.2,0.5
2023-05-04,Thursday,559,572,540,5.69,0,0,0,0,24.3,2.24
2023-05-05,Friday,267,248,221,3.36,0,0,0,0,28.0,0.71
2023-05-06,Saturday,374,360,318,4.18,1,0,0,0,28.4,4.59
2023-05-07,Sunday,681,664,597,7.25,1,0,0,0,23.8,9.81
2023-05-08,Monday,262,284,255,3.03,0,0,0,0,17.2,2.27
2023-05-09,Tuesday,289,248,229,5.08,0,0,0,0,33.3,2.04
2023-05-10,Wednesday,708,725,642,5.88,1,0,1,0,24.4,9.01
2023-05-11,Thursday,150,186,152,7.16,0,0,0,0,27.0,4.48
2023-05-12,Friday,239,220,194,4.35,0,0,0,0,36.9,2.47
2023-05-13,Saturday,469,440,392,1.61,0,0,0,0,31.9,5.17
2023-05-14,Sunday,699,722,676,6.18,0,0,0,0,37.7,2.37
2023-05-15,Monday,288,89,77,3.62,0,1,0,0,29.6,3.48
2023-05-16,Tuesday,660,222,211,3.98,0,1,0,1,31.8,4.75
2023-05-17,Wednesday,408,341,314,8.04,0,0,0,0,27.8,1.89
2023-05-18,Thursday,159,180,176,2.25,0,0,1,0,24.8,0.5
2023-05-19,Friday,410,467,425,2.02,1,0,0,0,31.8,1.93
2023-05-20,Saturday,799,722,689,6.6,0,0,0,0,26.8,3.59
2023-05-21,Sunday,321,317,281,1.28,1,0,0,0,32.2,3.24
2023-05-22,Monday,162,166,152,1.93,0,0,0,0,26.1,3.9
2023-05-23,Tuesday,317,300,286,3.35,1,0,0,0,28.1,2.57
2023-05-24,Wednesday,791,774,722,3.74,1,0,0,0,28.5,6.28
2023-05-25,Thursday,745,757,671,7.12,1,0,0,0,34.4,11.05
2023-05-26,Friday,470,480,440,4.46,1,0,0,0,26.9,2.15
2023-05-27,Saturday,468,458,429,6.86,0,0,0,0,34.9,4.18
2023-05-28,Sunday,762,663,642,1.0,0,0,0,0,24.5,0.5
2023-05-29,Monday,478,444,419,4.03,0,0,0,0,30.3,0.74
2023-05-30,Tuesday,699,693,644,3.54,0,0,0,0,25.6,3.32
2023-05-31,Wednesday,568,644,574,5.34,0,0,1,0,34.6,6.07
2023-06-01,Thursday,755,794,739,6.75,1,0,0,1,24.9,5.96
2023-06-02,Friday,244,248,237,4.04,0,0,0,0,25.4,1.09
2023-06-03,Saturday,730,830,749,7.57,0,0,0,1,22.7,8.33
2023-06-04,Sunday,467,454,405,2.93,1,0,0,0,29.5,6.89
2023-06-05,Monday,385,370,362,5.08,0,0,0,0,32.0,5.87
2023-06-06,Tuesday,483,148,122,2.35,0,1,1,0,31.4,3.75
2023-06-07,Wednesday,525,494,436,8.19,1,0,0,0,28.3,7.58
2023-06-08,Thursday,608,629,554,5.46,0,0,0,0,25.7,8.72
2023-06-09,Friday,286,292,267,5.73,0,0,0,0,27.6,0.95
2023-06-10,Saturday,737,774,700,6.75,1,0,0,0,27.8,9.14
2023-06-11,Sunday,696,698,654,1.91,1,0,0,1,30.3,3.42
2023-06-12,Monday,662,629,569,5.16,1,0,0,0,29.9,7.29
2023-06-13,Tuesday,445,431,399,7.32,0,0,0,0,37.7,5.19
2023-06-14,Wednesday,469,473,437,5.96,1,0,0,0,29.2,2.26
2023-06-15,Thursday,721,243,218,3.09,0,1,0,0,30.8,2.54
2023-06-16,Friday,498,509,456,7.76,0,0,0,0,29.4,4.69
2023-06-17,Saturday,378,402,344,6.2,0,0,0,0,27.4,3.03
2023-06-18,Sunday,419,398,357,7.71,0,0,0,0,30.8,4.9
2023-06-19,Monday,440,134,119,3.18,0,1,0,0,26.9,5.18
2023-06-20,Tuesday,314,309,276,3.79,0,0,0,0,28.7,1.48
2023-06-21,Wednesday,154,178,162,5.16,0,0,0,0,34.8,3.99
2023-06-22,Thursday,528,503,437,6.58,0,0,0,0,26.6,6.22
2023-06-23,Friday,227,195,197,3.39,1,0,0,0,30.9,0.5
2023-06-24,Saturday,559,579,522,4.08,0,0,0,1,16.6,4.83
2023-06-25,Sunday,723,699,634,8.18,0,0,0,0,28.1,6.74
2023-06-26,Monday,281,263,249,5.04,0,0,0,1,26.5,4.59
2023-06-27,Tuesday,750,701,668,6.75,0,0,0,0,29.6,4.95
2023-06-28,Wednesday,191,194,174,1.15,0,0,0,0,27.8,0.92
2023-06-29,Thursday,238,214,195,1.45,0,0,0,0,29.7,2.15
2023-06-30,Friday,551,177,147,2.81,0,1,0,0,27.1,0.5
2023-07-01,Saturday,445,449,409,4.27,1,0,0,0,30.9,6.59
2023-07-02,Sunday,444,119,112,1.0,0,1,0,0,20.4,0.7
2023-07-03,Monday,765,720,660,6.95,0,0,0,0,29.6,3.93
2023-07-04,Tuesday,675,653,608,4.19,0,0,0,0,24.3,4.07
2023-07-05,Wednesday,786,866,760,10.59,0,0,0,0,34.8,7.95
2023-07-06,Thursday,571,571,536,8.2,0,0,0,1,24.2,4.09
2023-07-07,Friday,172,195,166,3.03,0,0,0,0,34.0,4.63
2023-07-08,Saturday,724,783,702,5.57,0,0,0,0,28.9,5.11
2023-07-09,Sunday,292,261,247,4.62,1,0,1,0,19.9,3.47
2023-07-10,Monday,294,103,96,3.06,1,1,0,0,24.6,3.4
2023-07-11,Tuesday,374,349,310,5.31,0,0,0,0,33.2,4.41
2023-07-12,Wednesday,652,775,672,10.56,1,0,0,1,33.0,10.03
2023-07-13,Thursday,765,692,627,5.59,0,0,0,0,22.5,6.39
2023-07-14,Friday,253,246,245,1.0,1,0,0,0,36.8,3.88
2023-07-15,Saturday,188,178,155,1.55,0,0,0,0,28.9,3.61
2023-07-16,Sunday,347,320,322,2.07,0,0,0,1,33.4,0.5
2023-07-17,Monday,795,739,645,7.04,1,0,0,0,22.9,11.17
2023-07-18,Tuesday,728,700,623,8.29,1,0,0,0,26.7,7.06
2023-07-19,Wednesday,540,596,510,9.74,1,0,1,0,31.1,10.3
2023-07-20,Thursday,328,314,272,7.31,0,0,0,0,27.4,6.71
2023-07-21,Friday,703,629,605,2.56,1,0,0,0,15.0,6.65
2023-07-22,Saturday,597,566,520,3.58,1,0,0,0,28.0,7.13
2023-07-23,Sunday,649,605,576,1.0,0,0,0,0,19.2,1.6
2023-07-24,Monday,164,152,151,2.56,0,0,0,0,23.6,2.05
2023-07-25,Tuesday,772,703,640,7.56,0,0,0,0,22.0,6.27
2023-07-26,Wednesday,438,423,405,2.22,1,0,0,0,34.7,5.16
2023-07-27,Thursday,627,684,602,4.35,0,0,0,0,36.2,6.22
2023-07-28,Friday,380,399,336,9.36,0,0,1,0,30.7,9.45
2023-07-29,Saturday,569,545,502,3.6,0,0,0,0,27.8,4.27
2023-07-30,Sunday,306,257,241,3.18,0,0,0,0,29.1,3.09
2023-07-31,Monday,699,720,631,6.56,0,0,0,0,34.7,6.21
2023-08-01,Tuesday,590,611,533,4.39,0,0,0,0,19.1,8.5
2023-08-02,Wednesday,246,241,209,5.88,1,0,0,0,23.6,2.16
2023-08-03,Thursday,560,546,479,3.04,0,0,0,0,34.0,5.84
2023-08-04,Friday,438,476,424,7.38,1,0,0,0,35.1,7.62
2023-08-05,Saturday,403,387,377,3.53,0,0,0,0,31.9,1.66
2023-08-06,Sunday,345,316,273,4.38,0,0,0,0,23.8,1.13
2023-08-07,Monday,747,729,629,7.55,0,0,0,0,33.9,8.42
2023-08-08,Tuesday,671,792,687,9.09,0,0,1,0,35.8,11.14
2023-08-09,Wednesday,666,606,572,3.21,0,0,0,0,32.6,2.01
2023-08-10,Thursday,784,827,735,7.88,1,0,0,0,16.5,8.45
2023-08-11,Friday,267,277,243,2.77,0,0,0,0,29.6,1.3
2023-08-12,Saturday,308,293,260,1.0,0,0,0,0,31.9,4.66
2023-08-13,Sunday,377,379,335,6.03,0,0,1,0,26.4,4.62
2023-08-14,Monday,365,341,343,6.78,0,0,0,0,29.9,3.44
2023-08-15,Tuesday,164,163,155,3.96,1,0,0,1,26.4,4.06
2023-08-16,Wednesday,306,290,250,4.61,0,0,0,0,24.7,2.45
2023-08-17,Thursday,797,900,788,7.95,0,0,1,0,36.6,13.25
2023-08-18,Friday,410,398,358,4.04,0,0,0,0,30.1,2.86
2023-08-19,Saturday,306,302,280,3.0,0,0,0,1,23.5,1.29
2023-08-20,Sunday,196,204,182,4.07,0,0,0,0,22.1,2.57
2023-08-21,Monday,473,454,420,1.0,0,0,0,0,24.7,2.92
2023-08-22,Tuesday,279,323,290,1.0,0,0,0,1,24.7,4.2
2023-08-23,Wednesday,560,537,507,4.96,0,0,1,0,29.7,2.99
2023-08-24,Thursday,244,259,229,3.79,0,0,0,0,31.4,5.04
2023-08-25,Friday,776,809,742,4.41,1,0,0,0,31.4,7.12
2023-08-26,Saturday,441,462,405,3.81,0,0,0,0,25.2,3.51
2023-08-27,Sunday,432,418,363,4.52,1,0,0,0,33.6,4.21
2023-08-28,Monday,218,243,208,3.67,1,0,0,0,35.1,4.46
2023-08-29,Tuesday,160,155,150,5.34,0,0,1,0,27.7,2.72
2023-08-30,Wednesday,403,424,374,3.32,0,0,0,0,23.8,5.24
2023-08-31,Thursday,699,664,615,6.57,0,0,0,0,29.5,6.0
2023-09-01,Friday,283,286,261,4.94,1,0,0,0,39.8,3.51
2023-09-02,Saturday,172,202,176,3.55,0,0,0,0,23.7,4.83
2023-09-03,Sunday,495,537,464,7.89,0,0,0,0,26.4,7.53
2023-09-04,Monday,451,452,425,4.78,0,0,0,0,29.3,3.46
2023-09-05,Tuesday,512,536,494,2.55,1,0,0,1,31.7,3.32
2023-09-06,Wednesday,545,551,487,4.95,0,0,0,0,19.1,2.96
2023-09-07,Thursday,367,404,356,5.84,0,0,0,0,35.5,6.13
2023-09-08,Friday,290,260,252,1.86,0,0,0,1,35.5,4.68
2023-09-09,Saturday,765,842,728,9.87,0,0,0,0,26.9,12.18
2023-09-10,Sunday,359,410,357,7.51,0,0,1,0,42.0,6.74
2023-09-11,Monday,772,765,705,5.75,1,0,0,1,35.1,8.97
2023-09-12,Tuesday,765,731,682,4.1,1,0,1,0,34.9,6.13
2023-09-13,Wednesday,609,595,529,4.83,1,0,0,0,34.9,4.69
2023-09-14,Thursday,505,503,430,5.86,0,0,0,0,34.8,7.6
2023-09-15,Friday,473,468,416,4.58,0,0,0,0,28.9,7.44
2023-09-16,Saturday,282,277,248,5.65,0,0,0,0,28.4,3.9
2023-09-17,Sunday,276,282,270,2.1,0,0,0,0,24.3,1.19
2023-09-18,Monday,255,239,226,2.9,0,0,0,0,26.1,2.22
2023-09-19,Tuesday,753,761,690,7.81,0,0,0,0,27.4,7.53
2023-09-20,Wednesday,527,532,495,3.94,0,0,0,0,29.3,5.89
2023-09-21,Thursday,200,209,189,2.8,0,0,1,0,37.0,2.58
2023-09-22,Friday,178,57,50,4.45,0,1,0,0,18.5,3.6
2023-09-23,Saturday,611,624,567,7.72,1,0,0,0,35.7,9.02
2023-09-24,Sunday,445,143,136,2.95,0,1,0,0,23.9,3.38
2023-09-25,Monday,446,430,419,6.09,1,0,0,0,28.5,3.75
2023-09-26,Tuesday,556,580,503,7.03,1,0,0,0,25.4,6.73
2023-09-27,Wednesday,762,657,628,5.67,0,0,0,0,38.3,4.23
2023-09-28,Thursday,554,577,529,8.66,0,0,1,0,26.5,6.66
2023-09-29,Friday,495,487,460,2.85,0,0,1,0,31.6,0.5
2023-09-30,Saturday,771,800,741,4.81,1,0,0,0,31.9,6.84
2023-10-01,Sunday,569,165,148,4.87,0,1,0,0,23.2,3.2
2023-10-02,Monday,331,309,293,3.09,1,0,1,0,28.5,0.5
2023-10-03,Tuesday,150,136,127,1.3,0,0,0,0,35.0,1.63
2023-10-04,Wednesday,716,243,220,3.14,1,1,1,1,24.6,6.62
2023-10-05,Thursday,520,455,441,1.0,1,0,0,0,33.1,3.03
2023-10-06,Friday,580,539,519,3.64,0,0,0,0,27.3,0.5
2023-10-07,Saturday,458,471,421,5.54,0,0,0,0,34.8,5.23
2023-10-08,Sunday,286,266,250,5.33,0,0,0,0,37.7,3.77
2023-10-09,Monday,351,96,87,5.12,0,1,0,0,19.0,1.65
2023-10-10,Tuesday,585,532,507,3.3,0,0,0,0,22.3,2.55
2023-10-11,Wednesday,462,451,424,7.78,1,0,0,0,26.8,4.63
2023-10-12,Thursday,266,261,256,1.0,0,0,0,1,36.3,0.82
2023-10-13,Friday,724,786,676,6.03,1,0,0,1,31.7,9.99
2023-10-14,Saturday,393,390,375,1.09,1,0,0,0,22.8,5.01
2023-10-15,Sunday,686,691,638,3.31,0,0,0,0,32.4,6.02
2023-10-16,Monday,751,669,651,4.85,1,0,0,0,24.4,2.9
2023-10-17,Tuesday,224,233,207,6.96,0,0,0,0,33.4,5.52
2023-10-18,Wednesday,535,553,470,10.17,1,0,1,0,31.7,6.71
2023-10-19,Thursday,359,92,100,1.0,0,1,1,0,24.4,0.5
2023-10-20,Friday,624,651,571,8.44,0,0,0,0,28.7,8.34
2023-10-21,Saturday,567,575,535,7.45,0,0,0,0,35.1,4.81
2023-10-22,Sunday,496,530,466,7.82,0,0,0,0,19.5,7.28
2023-10-23,Monday,678,193,179,2.13,0,1,1,0,30.5,2.88
2023-10-24,Tuesday,789,790,694,8.08,0,0,0,0,23.5,7.83
2023-10-25,Wednesday,328,280,262,1.78,0,0,0,0,28.9,3.57
2023-10-26,Thursday,331,341,283,7.04,1,0,0,0,31.3,7.67
2023-10-27,Friday,174,197,170,1.35,0,0,0,0,39.1,2.23
2023-10-28,Saturday,329,306,285,4.89,0,0,0,0,28.9,3.74
2023-10-29,Sunday,650,628,557,5.13,0,0,0,0,36.3,6.33
2023-10-30,Monday,310,316,285,4.86,1,0,1,0,24.8,4.65
2023-10-31,Tuesday,326,361,321,4.24,1,0,1,0,26.5,4.78
2023-11-01,Wednesday,434,402,378,3.17,0,0,0,0,31.9,1.06
2023-11-02,Thursday,212,218,191,5.69,0,0,0,0,30.0,2.13
2023-11-03,Friday,305,292,259,7.06,0,0,0,0,27.4,3.52
2023-11-04,Saturday,618,637,595,3.25,0,0,1,0,27.2,3.58
2023-11-05,Sunday,198,198,167,4.54,1,0,0,0,35.7,3.08
2023-11-06,Monday,233,220,194,1.97,0,0,0,0,27.6,2.72
2023-11-07,Tuesday,510,545,495,4.42,1,0,0,0,23.9,5.56
2023-11-08,Wednesday,297,256,247,1.69,0,0,0,0,24.7,0.5
2023-11-09,Thursday,779,768,707,3.59,1,0,0,0,32.3,7.74
2023-11-10,Friday,491,532,455,8.64,0,0,0,0,40.3,8.56
2023-11-11,Saturday,625,683,583,8.19,1,0,0,0,26.4,8.77
2023-11-12,Sunday,212,267,231,3.5,1,0,1,0,39.7,5.34
2023-11-13,Monday,509,566,507,5.64,1,0,1,0,28.9,4.42
2023-11-14,Tuesday,710,779,706,8.67,0,0,1,0,27.6,5.96
2023-11-15,Wednesday,476,144,135,4.84,0,1,0,1,24.4,2.02
2023-11-16,Thursday,290,271,253,4.49,0,0,0,0,28.0,1.9
2023-11-17,Friday,364,344,333,1.9,0,0,0,0,25.2,2.31
2023-11-18,Saturday,584,173,169,2.93,0,1,1,0,24.8,0.94
2023-11-19,Sunday,467,498,436,3.95,0,0,0,0,20.7,4.79
2023-11-20,Monday,181,184,157,3.83,0,0,0,0,37.8,4.21
2023-11-21,Tuesday,434,423,376,6.85,0,0,0,0,34.3,3.08
2023-11-22,Wednesday,454,479,416,8.06,0,0,0,0,30.4,8.43
2023-11-23,Thursday,578,616,542,5.41,0,0,0,0,28.3,5.83
2023-11-24,Friday,626,666,593,8.01,0,0,0,0,29.0,4.99
2023-11-25,Saturday,435,423,381,5.94,0,0,0,0,25.1,2.75
2023-11-26,Sunday,293,262,249,2.78,0,0,0,0,23.3,1.29
2023-11-27,Monday,573,572,524,6.48,0,0,1,0,32.6,5.51
2023-11-28,Tuesday,168,170,164,5.04,1,0,0,0,27.7,2.86
2023-11-29,Wednesday,167,206,177,5.63,1,0,0,0,30.6,6.27
2023-11-30,Thursday,739,734,635,6.05,1,0,0,0,20.7,11.48
2023-12-01,Friday,520,509,463,4.53,1,0,1,0,27.4,7.35
2023-12-02,Saturday,324,295,285,3.77,0,0,0,0,23.2,2.83
2023-12-03,Sunday,343,366,321,3.53,0,0,1,0,31.4,2.66
2023-12-04,Monday,651,719,640,9.65,0,0,0,0,34.0,9.42
2023-12-05,Tuesday,262,74,70,3.28,0,1,1,0,36.3,5.09
2023-12-06,Wednesday,263,258,238,2.78,0,0,1,0,25.9,3.64
2023-12-07,Thursday,371,409,344,5.15,0,0,0,0,23.4,5.53
2023-12-08,Friday,793,685,649,3.23,0,0,0,0,26.9,2.37
2023-12-09,Saturday,413,433,383,6.52,0,0,0,0,25.5,5.19
2023-12-10,Sunday,204,227,203,5.3,1,0,0,0,31.2,5.11
2023-12-11,Monday,792,782,716,4.94,0,0,0,0,22.0,4.96
2023-12-12,Tuesday,607,539,498,7.4,0,0,0,0,20.2,2.48
2023-12-13,Wednesday,311,317,275,4.11,0,0,0,0,27.3,5.3
2023-12-14,Thursday,529,518,449,4.86,0,0,0,0,32.6,7.14
2023-12-15,Friday,236,215,203,4.02,0,0,0,0,23.9,0.5
2023-12-16,Saturday,204,203,194,1.0,1,0,0,0,33.2,3.86
2023-12-17,Sunday,625,564,522,2.35,0,0,0,0,30.8,3.25
2023-12-18,Monday,327,359,316,3.15,0,0,0,0,36.7,4.78
2023-12-19,Tuesday,540,583,524,4.33,0,0,0,0,25.0,5.67
2023-12-20,Wednesday,498,466,431,5.77,0,0,0,0,21.0,4.0
2023-12-21,Thursday,157,128,124,1.0,1,0,1,0,32.0,1.35
2023-12-22,Friday,462,485,435,5.91,0,0,0,0,30.4,6.03
2023-12-23,Saturday,592,623,553,7.86,1,0,0,0,30.0,7.18
2023-12-24,Sunday,477,436,379,8.24,1,0,0,0,23.8,7.02
2023-12-25,Monday,203,206,193,2.33,1,0,0,0,32.9,2.52
2023-12-26,Tuesday,388,366,345,2.91,0,0,1,0,25.8,2.87
2023-12-27,Wednesday,378,373,349,7.49,0,0,1,0,30.0,2.89
2023-12-28,Thursday,728,732,702,6.59,0,0,0,0,26.7,2.12
2023-12-29,Friday,200,232,204,3.55,0,0,0,0,30.8,3.68
2023-12-30,Saturday,758,746,685,7.92,1,0,0,0,23.0,9.12
2023-12-31,Sunday,753,698,648,5.7,1,0,0,0,31.5,6.74
2024-01-01,Monday,413,387,345,4.84,1,0,1,0,32.3,4.93
2024-01-02,Tuesday,567,612,544,10.71,1,0,0,0,29.6,8.71
